ID,Site,Subsite,Diver_Team,Date,Transect_Type,Sampling_Period ,Transect_Number,Transect_Heading,Visibility,Species_Code,Species,Abundance,Size_cm,Min_Range_cm,Max_Range_cm,Water_Col_Position,Biomass_kg_m3,Data_Entered_By,Data_Read_By,Notes,QAQC_Name,QAQC_Date,QAQC_Notes
AR-330_INDRA_2015-09-08_R_T2,330,INDRA,CR_JF,2015-09-08,Radiating,Fall,2,70,,DESP,Decapterus Species,500,18,,,,,CR,,,CR,2015-10-30,"Changed ID, 1 error"
AR-330_INDRA_2015-09-08_R_T2,330,INDRA,CR_JF,2015-09-08,Radiating,Fall,2,70,,DESP,Decapterus Species,50,21,,,,,CR,,,CR,2015-10-30,"Changed ID, 1 error"
AR-330_INDRA_2015-09-08_R_T2,330,INDRA,CR_JF,2015-09-08,Radiating,Fall,2,70,,DESP,Decapterus Species,200,20,,,,,CR,,,CR,2015-10-30,"Changed ID, 1 error"
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,2015-09-03,Structural,Fall,,,,DESP,Decapterus Species,40,,2,4,W,,HL,,,CR,2015-10-30,0 errors
AR-372_NR1_2015-12-03_R_T2,372,NR1,CR_HL,2015-12-03,Radiating,Winter,2,180,8-10,DESP,Decapterus Species,50,20,,,S,,CR,,yellow color,,,
AR-372_NR2_2015-12-09_R_T1,372,NR2,WF_LB,2015-12-09,Radiating,Winter,1,180-240,,DESP,Decapterus Species,200,,10,15,,,CR,,some low relief hard bottom the whole way,,,
AR-372_NR2_2015-12-09_S,372,NR2,CR_HL,2015-12-09,Structural,Winter,,,20,DESP,Decapterus Species,500,18,,,W,,CR,,,,,
AR-330_PIPES_2015-07-27_R_T1_T2,330,PIPES,CR_AP_JH,2015-07-27,Radiating,Summer,1_2,295,,DESP,Decapterus Species,100,11,,,R,,HL,CR,PRE SAMPLING PERIOD,CR,2015-10-29,"Changed ID, 1 error"
AR-345_PIPES_2015-08-10_S,345,PIPES,HL_GS,2015-08-10,Structural,Summer,,,,DESP,Decapterus Species,50,4,,,R,,CR,HL,PRE SAMPLING PERIOD,CR,2015-10-29,0 errros
AR-345_PIPES_2015-08-10_S,345,PIPES,HL_GS,2015-08-10,Structural,Summer,,,,DESP,Decapterus Species,100,,5,7,W,,CR,HL,PRE SAMPLING PERIOD,CR,2015-10-29,0 errros
AR-372_PODS_2015-09-02_R_T3,372,PODS,CR_WF,2015-09-02,Radiating,Fall,3,0,,DESP,Decapterus Species,2,12,,,R,,CR,,,HL,2015-11-3,0 errors 
AR-330_RUBBLE_2015-07-17_S,330,RUBBLE,CR_AP,2015-07-17,Structural,Summer,,,,DESP,Decapterus Species,50,13,,,R,,HL,CR,"PRE SAMPLING PERIOD 1st dive, less reliable data",CR,2015-10-29,"Changed ID, changed abundance, changed size, 3 errors"
AR-345_TITAN_2015-08-10_R_T3,345,TITAN,HL_GS,2015-08-10,Radiating,Summer,3,180,,DESP,Decapterus Species,100,,13,15,S_W,,CR,HL,PRE SAMPLING PERIOD,CR,2015-10-29,"Added transect heading, 1 error"
AR-345_TITAN_2015-08-10_S,345,TITAN,CR_GS,2015-08-10,Structural,Summer,,,,DESP,Decapterus Species,5000,,,,,,HL,CR,PRE SAMPLING PERIOD,CR,2015-10-29,0 errros
AR-345_TITAN_2015-10-15_R_T1,345,TITAN,CR_EE,2015-10-15,Radiating,Fall,1,180,15,DESP,Decapterus Species,300,11,,,S,,CR,,,HL,2015-11-6,0 errors 
AR-345_TITAN_2015-10-15_R_T2,345,TITAN,CR_EE,2015-10-15,Radiating,Fall,2,180,15,DESP,Decapterus Species,200,7,,,S,,CR,,,HL,2015-11-6,0 errors 
AR-345_TITAN_2015-10-15_R_T3,345,TITAN,CR_EE,2015-10-15,Radiating,Fall,3,180,15,DESP,Decapterus Species,50,11,,,S,,CR,,,HL,2015-11-6,0 errors 
AR-364_TUGBOAT_2015-12-10_R_T1,364,TUGBOAT,HL_DW,2015-12-10,Radiating,Winter,1,180,15-20,DESP,Decapterus Species,250,,12,14,S,,HL,,,,,
AR-364_TUGBOAT_2015-12-10_S,364,TUGBOAT,CR_LB,2015-12-10,Structural,Winter,,,15-20,DESP,Decapterus Species,1000,20,,,W,,CR,,,,,
AR-372_RB1_2015-09-02_S,372,RB1,HL_BW,2015-09-02,Structural,Fall,,,,MYMI,Gag,1,60,,,R,,HL,,,HL,2015-11-3,0 errors
AR-330_BARGE_2015-12-11_R_T4,330,BARGE,CR_HL,2015-12-11,Radiating,Winter,4,315,35-40,MYMI,Gag,1,23,,,R,,CR,,"Pipe at 53 m, end radiating at 60 m",,,
AR-330_BARGE_2015-12-11_S,330,BARGE,CR_HL,2015-12-11,Structural,Winter,,,40,MYMI,Gag,1,23,,,R,,CR,,,,,
AR-364_BARGE_2015-12-10_S,364,BARGE,CR_LB,2015-12-10,Structural,Winter,,,10,MYMI,Gag,1,23,,,R,,CR,,,,,
AR-345_CONC_2015-10-15_S,345,CONC,CR_EE,2015-10-15,Structural,Fall,,,15,MYMI,Gag,1,30,,,R,,CR,,,HL,2015-11-6,"Added visibility, 1 error "
AR-345_CONC_2015-10-15_S,345,CONC,CR_EE,2015-10-15,Structural,Fall,,,15,MYMI,Gag,1,35,,,R,,CR,,,HL,2015-11-6,"Added visibility, 1 error "
AR-345_CONC_2015-10-15_S,345,CONC,CR_EE,2015-10-15,Structural,Fall,,,15,MYMI,Gag,1,40,,,R,,CR,,,HL,2015-11-6,"Added visibility, 1 error "
AR-345_CONC_2015-10-15_S,345,CONC,CR_EE,2015-10-15,Structural,Fall,,,15,MYMI,Gag,1,40,,,R,,CR,,,HL,2015-11-6,"Added visibility, 1 error "
AR-345_CONC_2015-10-15_S,345,CONC,CR_EE,2015-10-15,Structural,Fall,,,15,MYMI,Gag,1,40,,,R,,CR,,,HL,2015-11-6,"Added visibility, 1 error "
AR-345_CONC_2015-10-15_S,345,CONC,CR_EE,2015-10-15,Structural,Fall,,,15,MYMI,Gag,3,20,,,R,,CR,,,HL,2015-11-6,"Added visibility, 1 error "
AR-345_CONC_2015-10-15_S,345,CONC,CR_EE,2015-10-15,Structural,Fall,,,15,MYMI,Gag,1,13,,,R,,CR,,,HL,2015-11-6,"Added visibility, 1 error "
AR-345_CONC_2015-10-15_S,345,CONC,CR_EE,2015-10-15,Structural,Fall,,,15,MYMI,Gag,1,20,,,R,,CR,,,HL,2015-11-6,"Added visibility, 1 error "
AR-330_H-UNITS_2016-01-15_S,330,H-UNITS,HL_LB,2016-01-15,Structural,Winter,,,15,MYMI,Gag,1,20,,,S,,HL,,,,,
AR-330_H-UNITS_2016-01-15_S,330,H-UNITS,HL_LB,2016-01-15,Structural,Winter,,,15,MYMI,Gag,1,25,,,S,,HL,,,,,
AR-330_H-UNITS_2015-09-08_S,330,H-UNITS,CR_JF,2015-09-08,Structural,Fall,,30,,MYMI,Gag,1,35,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-330_H-UNITS_2015-09-08_S,330,H-UNITS,CR_JF,2015-09-08,Structural,Fall,,30,,MYMI,Gag,1,31,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-330_H-UNITS_2015-09-08_S,330,H-UNITS,CR_JF,2015-09-08,Structural,Fall,,30,,MYMI,Gag,1,36,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-330_H-UNITS_2015-09-08_S,330,H-UNITS,CR_JF,2015-09-08,Structural,Fall,,30,,MYMI,Gag,1,40,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-330_H-UNITS_2015-09-08_S,330,H-UNITS,CR_JF,2015-09-08,Structural,Fall,,30,,MYMI,Gag,1,45,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-330_INDRA_2015-07-27_S,330,INDRA,CR_AP_JH,2015-07-27,Structural,Summer,,,,MYMI,Gag,2,90,,,R,,HL,CR,PRE SAMPLING PERIOD,CR,2015-10-29,"Changed ID, 1 error"
AR-330_INDRA_2015-12-11_S,330,INDRA,HL_CR,2015-12-11,Structural,Winter,,50,40,MYMI,Gag,1,60,,,R,,HL,,,,,
AR-330_INDRA_2015-12-11_S,330,INDRA,HL_CR,2015-12-11,Structural,Winter,,50,40,MYMI,Gag,2,30,,,R,,HL,,,,,
AR-330_INDRA_2015-12-11_S,330,INDRA,HL_CR,2015-12-11,Structural,Winter,,50,40,MYMI,Gag,2,35,,,R,,HL,,,,,
AR-370_LIBERTYSHIP_2015-12-09_S,370,LIBERTYSHIP,HL_CR,2015-12-09,Structural,Winter,,,15-20,MYMI,Gag,1,18,,,R,,HL,,,,,
AR-370_LIBERTYSHIP_2015-12-09_S,370,LIBERTYSHIP,HL_CR,2015-12-09,Structural,Winter,,,15-20,MYMI,Gag,1,25,,,R,,HL,,,,,
AR-370_LIBERTYSHIP_2015-12-09_S,370,LIBERTYSHIP,HL_CR,2015-12-09,Structural,Winter,,,15-20,MYMI,Gag,1,20,,,R,,HL,,,,,
AR-370_LIBERTYSHIP_2015-12-09_S,370,LIBERTYSHIP,HL_CR,2015-12-09,Structural,Winter,,,15-20,MYMI,Gag,1,70,,,R,,HL,,,,,
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,2015-09-03,Structural,Fall,,,,MYMI,Gag,1,25,,,R,,HL,,,CR,2015-10-30,0 errors
AR-372_NR2_2015-12-09_S,372,NR2,CR_HL,2015-12-09,Structural,Winter,,,20,MYMI,Gag,1,25,,,R,,CR,,,,,
AR-372_NR2_2015-12-09_S,372,NR2,CR_HL,2015-12-09,Structural,Winter,,,20,MYMI,Gag,3,30,,,R,,CR,,,,,
AR-330_PIPES_2016-01-15_S,330,PIPES,HL_LB,2016-01-15,Structural,Winter,,75,15,MYMI,Gag,2,,33,35,R,,HL,,,,,
AR-330_PIPES_2016-01-15_S,330,PIPES,HL_LB,2016-01-15,Structural,Winter,,75,15,MYMI,Gag,2,7,,,S,,HL,,,,,
AR-330_PIPES_2016-01-15_S,330,PIPES,HL_LB,2016-01-15,Structural,Winter,,75,15,MYMI,Gag,5,40,,,R,,HL,,,,,
AR-330_PIPES_2016-01-15_S,330,PIPES,HL_LB,2016-01-15,Structural,Winter,,75,15,MYMI,Gag,10,,25,30,R,,HL,,,,,
AR-364_PIPES_2015-12-10_R_T1,364,PIPES,CR_LB,2015-12-10,Radiating,Winter,1,,10,MYMI,Gag,2,23,,,R,,CR,,Pipes until 35m,,,
AR-364_PIPES_2015-12-10_S,364,PIPES,HL_DW,2015-12-10,Structural,Winter,,,10-15,MYMI,Gag,1,14,,,R,,HL,,,,,
AR-364_PODS_2015-09-21_S,364,PODS,CR_SO,2015-09-21,Structural,Fall,,60,,MYMI,Gag,1,20,,,R,,CR,,,CR,2015-11-03,0 errors
AR-364_PODS_2015-12-10_S,364,PODS,HL_DW,2015-12-10,Structural,Winter,,,15,MYMI,Gag,2,45,,,R,,HL,,,,,
AR-372_PODS_2015-12-09_S,372,PODS,CR_HL,2015-12-09,Structural,Winter,,,10-15,MYMI,Gag,1,22,,,R,,CR,,OFF TRANSECT,,,
AR-345_RB1_2015-10-15_R_T1,345,RB1,WF_ML,2015-10-15,Radiating,Fall,1,150-180,15,MYMI,Gag,1,15,,,,,CR,,,HL,2015-11-6,"ID site changed, 1 error"
AR-345_RB1_2015-10-15_S,345,RB1,HL_TK,2015-10-15,Structural,Fall,,,15,MYMI,Gag,2,18,,,R,,HL,,,HL,2015-11-6,0 errors
AR-345_RB1_2015-10-15_S,345,RB1,HL_TK,2015-10-15,Structural,Fall,,,15,MYMI,Gag,2,15,,,R,,HL,,,HL,2015-11-6,0 errors
AR-345_RB1_2015-10-15_S,345,RB1,HL_TK,2015-10-15,Structural,Fall,,,15,MYMI,Gag,1,45,,,R,,HL,,,HL,2015-11-6,0 errors
AR-345_RB1_2015-10-15_S,345,RB1,HL_TK,2015-10-15,Structural,Fall,,,15,MYMI,Gag,1,35,,,R,,HL,,,HL,2015-11-6,0 errors
AR-345_RB1_2015-10-15_S,345,RB1,HL_TK,2015-10-15,Structural,Fall,,,15,MYMI,Gag,1,75,,,R,,HL,,,HL,2015-11-6,0 errors
AR-372_RB1_2015-12-09_S,372,RB1,HL_CR,2015-12-09,Structural,Winter,,,10-15,MYMI,Gag,1,20,,,R,,HL,,,,,
AR-345_RB2_2015-10-15_R_T1,345,RB2,WF_ML,2015-10-15,Radiating,Fall,1,90,,MYMI,Gag,1,30,,,,,CR,,,HL,2015-11-6,0 errors 
AR-345_RB2_2015-10-15_R_T1,345,RB2,WF_ML,2015-10-15,Radiating,Fall,1,90,,MYMI,Gag,1,80,,,,,CR,,,HL,2015-11-6,0 errors 
AR-345_RB2_2015-10-15_S,345,RB2,CR_EE,2015-10-15,Structural,Fall,,,,MYMI,Gag,3,23,,,R,,CR,,,HL,2015-11-6,0 errors 
AR-345_RB2_2015-10-15_S,345,RB2,CR_EE,2015-10-15,Structural,Fall,,,,MYMI,Gag,1,35,,,R,,CR,,,HL,2015-11-6,0 errors 
AR-345_RB2_2015-10-15_S,345,RB2,CR_EE,2015-10-15,Structural,Fall,,,,MYMI,Gag,1,15,,,R,,CR,,,HL,2015-11-6,0 errors 
AR-345_RB2_2015-10-15_S,345,RB2,CR_EE,2015-10-15,Structural,Fall,,,,MYMI,Gag,2,25,,,R,,CR,,,HL,2015-11-6,0 errors 
AR-345_RB2_2015-10-15_S,345,RB2,CR_EE,2015-10-15,Structural,Fall,,,,MYMI,Gag,1,30,,,R,,CR,,,HL,2015-11-6,0 errors 
AR-345_RB2_2015-10-15_S,345,RB2,CR_EE,2015-10-15,Structural,Fall,,,,MYMI,Gag,1,15,,,R,,CR,,,HL,2015-11-6,0 errors 
AR-345_RB2_2015-10-15_S,345,RB2,CR_EE,2015-10-15,Structural,Fall,,,,MYMI,Gag,1,35,,,R,,CR,,,HL,2015-11-6,0 errors 
AR-345_RB2_2015-10-15_S,345,RB2,CR_EE,2015-10-15,Structural,Fall,,,,MYMI,Gag,1,40,,,R,,CR,,,HL,2015-11-6,0 errors 
AR-345_RB2_2015-10-15_S,345,RB2,CR_EE,2015-10-15,Structural,Fall,,,,MYMI,Gag,1,20,,,R,,CR,,,HL,2015-11-6,0 errors 
AR-345_TITAN_2015-10-15_R_T1,345,TITAN,CR_EE,2015-10-15,Radiating,Fall,1,180,15,MYMI,Gag,1,25,,,R,,CR,,,HL,2015-11-6,0 errors 
AR-345_TITAN_2015-10-15_R_T1,345,TITAN,CR_EE,2015-10-15,Radiating,Fall,1,180,15,MYMI,Gag,4,21,,,R,,CR,,,HL,2015-11-6,0 errors 
AR-345_TITAN_2015-10-15_S,345,TITAN,HL_TK,2015-10-15,Structural,Fall,,,15-20,MYMI,Gag,5,28,,,R,,HL,,,HL,2015-11-6,0 errors 
AR-345_TITAN_2015-10-15_S,345,TITAN,HL_TK,2015-10-15,Structural,Fall,,,15-20,MYMI,Gag,8,,25,30,R,,HL,,,HL,2015-11-6,0 errors 
AR-345_TITAN_2015-10-15_S,345,TITAN,HL_TK,2015-10-15,Structural,Fall,,,15-20,MYMI,Gag,1,18,,,R,,HL,,,HL,2015-11-6,0 errors 
AR-345_TITAN_2015-10-15_S,345,TITAN,HL_TK,2015-10-15,Structural,Fall,,,15-20,MYMI,Gag,10,,11,14,R,,HL,,,HL,2015-11-6,0 errors 
AR-345_TITAN_2016-01-27_S,345,TITAN,CR_LB,2016-01-27,Structural,Winter,,,10,MYMI,Gag,1,27,,,S,,CR,,,,,
AR-372_TRAINCARS_2015-09-03_S,372,TRAINCARS,CR_MD,2015-09-03,Structural,Fall,,,,MYMI,Gag,1,25,,,S,,CR,,,CR,2015-10-30,0 errors
AR-372_TRAINCARS_2015-09-03_S,372,TRAINCARS,CR_MD,2015-09-03,Structural,Fall,,,,MYMI,Gag,1,26,,,R,,CR,,,CR,2015-10-30,0 errors
AR-364_TUGBOAT_2015-09-21_S,364,TUGBOAT,CR_SO,2015-09-21,Structural,Fall,,,20,MYMI,Gag,1,27,,,R,,CR,,,CR,2015-11-03,0 errors
AR-370_LIBERTYSHIP_2015-12-09_S,370,LIBERTYSHIP,HL_CR,2015-12-09,Structural,Winter,,,15-20,GNTH,Goldspot Goby,1,4,,,R,,HL,,,,,
AR-372_TRAINCARS_2015-09-03_S,372,TRAINCARS,CR_MD,2015-09-03,Structural,Fall,,,,GNTH,Goldspot Goby,1,8,,,R,,CR,,,CR,2015-10-30,0 errors
AR-330_BARGE_2015-12-11_S,330,BARGE,CR_HL,2015-12-11,Structural,Winter,,,40,CAAR,Grass Porgy,1,35,,,R,,CR,,,,,
AR-345_CONC_2015-10-15_S,345,CONC,CR_EE,2015-10-15,Structural,Fall,,,15,SEDU,Greater Amberjack,1,30,,,S,,CR,,,HL,2015-11-6,"Added visibility, 1 error "
AR-345_CONC_2015-10-15_S,345,CONC,CR_EE,2015-10-15,Structural,Fall,,,15,SEDU,Greater Amberjack,1,40,,,S,,CR,,,HL,2015-11-6,"Added visibility, 1 error "
AR-345_CONC_2015-10-15_S,345,CONC,CR_EE,2015-10-15,Structural,Fall,,,15,SEDU,Greater Amberjack,1,40,,,S,,CR,,,HL,2015-11-6,"Added visibility, 1 error "
AR-330_INDRA_2015-07-27_R_T1,330,INDRA,HL_AP,2015-07-27,Radiating,Summer,1,323,,SEDU,Greater Amberjack,2,,,,W,,CR,HL,PRE SAMPLING PERIOD,CR,2015-10-29,"Changed ID, 1 error"
AR-330_INDRA_2015-09-08_S,330,INDRA,HL_WF,2015-09-08,Structural,Fall,,,,SEDU,Greater Amberjack,20,,120,150,W,,HL,,,CR,2015-10-30,"Changed size bins from ft to cm, 1 error"
AR-345_RB2_2015-10-15_R_T3,345,RB2,WF_ML,2015-10-15,Radiating,Fall,3,90,,SEDU,Greater Amberjack,6,90,,,,,CR,,,HL,2015-11-6,0 errors 
AR-345_TITAN_2015-10-15_R_T1,345,TITAN,CR_EE,2015-10-15,Radiating,Fall,1,180,15,SEDU,Greater Amberjack,1,33,,,R,,CR,,,HL,2015-11-6,0 errors 
AR-345_TITAN_2015-10-15_R_T1,345,TITAN,CR_EE,2015-10-15,Radiating,Fall,1,180,15,SEDU,Greater Amberjack,1,45,,,R,,CR,,,HL,2015-11-6,0 errors 
AR-345_TITAN_2015-10-15_R_T1,345,TITAN,CR_EE,2015-10-15,Radiating,Fall,1,180,15,SEDU,Greater Amberjack,1,50,,,R,,CR,,,HL,2015-11-6,0 errors 
AR-345_TITAN_2015-10-15_R_T1,345,TITAN,CR_EE,2015-10-15,Radiating,Fall,1,180,15,SEDU,Greater Amberjack,1,50,,,S,,CR,,,HL,2015-11-6,0 errors 
AR-345_TITAN_2015-10-15_R_T1,345,TITAN,CR_EE,2015-10-15,Radiating,Fall,1,180,15,SEDU,Greater Amberjack,1,50,,,S,,CR,,,HL,2015-11-6,0 errors 
AR-345_TITAN_2015-10-15_R_T1,345,TITAN,CR_EE,2015-10-15,Radiating,Fall,1,180,15,SEDU,Greater Amberjack,1,45,,,S,,CR,,,HL,2015-11-6,0 errors 
AR-345_TITAN_2015-10-15_R_T1,345,TITAN,CR_EE,2015-10-15,Radiating,Fall,1,180,15,SEDU,Greater Amberjack,1,50,,,S,,CR,,,HL,2015-11-6,0 errors 
AR-345_TITAN_2015-10-15_R_T2,345,TITAN,CR_EE,2015-10-15,Radiating,Fall,2,180,15,SEDU,Greater Amberjack,7,50,,,S,,CR,,,HL,2015-11-6,0 errors 
AR-345_TITAN_2015-10-15_R_T3,345,TITAN,CR_EE,2015-10-15,Radiating,Fall,3,180,15,SEDU,Greater Amberjack,3,50,,,R_S,,CR,,,HL,2015-11-6,0 errors 
AR-345_TITAN_2015-10-15_R_T3,345,TITAN,CR_EE,2015-10-15,Radiating,Fall,3,180,15,SEDU,Greater Amberjack,1,45,,,R_S,,CR,,,HL,2015-11-6,0 errors 
AR-345_TITAN_2015-10-15_S,345,TITAN,HL_TK,2015-10-15,Structural,Fall,,,15-20,SEDU,Greater Amberjack,10,,90,152,W,,HL,,,HL,2015-11-6,0 errors 
AR-345_CONC_2015-10-15_S,345,CONC,CR_EE,2015-10-15,Structural,Fall,,,15,BACA,Grey Triggerfish,1,30,,,R,,CR,,,HL,2015-11-6,"Added visibility, 1 error "
AR-372_NR1_2015-09-02_R_T1_T2_T3,372,NR1,JF_JS,2015-09-02,Radiating,Fall,,0,,BACA,Grey Triggerfish,1,25,,,S,,CR,,,HL,2015-11-3,0 errors 
AR-372_TRAINCARS_2015-09-03_R_T1,372,TRAINCARS,HL_KJ,2015-09-03,Radiating,Fall,1,305,,BACA,Grey Triggerfish,1,15,,,R,,HL,,,CR/HL,2015-10-30,0 errors
AR-372_TRAINCARS_2015-09-03_S,372,TRAINCARS,CR_MD,2015-09-03,Structural,Fall,,,,BACA,Grey Triggerfish,1,20,,,,,CR,,,CR,2015-10-30,0 errors
AR-372_TRAINCARS_2015-09-03_S,372,TRAINCARS,CR_MD,2015-09-03,Structural,Fall,,,,BACA,Grey Triggerfish,1,18,,,,,CR,,,CR,2015-10-30,0 errors
AR-372_TRAINCARS_2015-09-03_S,372,TRAINCARS,CR_MD,2015-09-03,Structural,Fall,,,,BACA,Grey Triggerfish,1,20,,,,,CR,,,CR,2015-10-30,0 errors
AR-372_RB1_2015-09-02_S,372,RB1,HL_BW,2015-09-02,Structural,Fall,,,,PAAL,Gulf Flounder,1,22,,,R,,HL,,,HL,2015-11-3,0 errors
AR-370_BARGE_2015-09-09_R_T1,370,BARGE,HL_AV,2015-09-09,Radiating,Fall,1,180,,PAAL,Gulf Flounder,1,40,,,R,,HL,,,HL,2015-11-5,0 errors
AR-364_DOMES_2015-09-21_S,364,DOMES,HL_BW,2015-09-21,Structural,Fall,,,,PAAL,Gulf Flounder,1,35,,,R,,HL,,,CR,2015-11-03,0 errors
AR-370_NR2_2015-09-09_S,370,NR2,CR_BW,2015-09-09,Structural,Fall,,30,,PAAL,Gulf Flounder,2,35,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-345_PIPES_2015-08-10_S,345,PIPES,HL_GS,2015-08-10,Structural,Summer,,,,PAAL,Gulf Flounder,1,35,,,R,,CR,HL,PRE SAMPLING PERIOD,CR,2015-10-29,0 errros
AR-364_PODS_2015-12-10_S,364,PODS,HL_DW,2015-12-10,Structural,Winter,,,15,PAAL,Gulf Flounder,1,65,,,R,,HL,,,,,
AR-330_BARGE_2015-08-20_R_T1,330,BARGE,CR,2015-08-20,Radiating,Summer,1,330,,SYFO,Inshore Lizardfish,1,16,,,R,,HL,CR,PRE SAMPLING PERIOD,HL,2015-11-3,0 errors 
AR-370_BARGE_2015-09-09_R_T1,370,BARGE,HL_AV,2015-09-09,Radiating,Fall,1,180,,SYFO,Inshore Lizardfish,1,42,,,R,,HL,,,HL,2015-11-5,0 errors
AR-370_BARGE_2015-09-09_R_T2,370,BARGE,HL_AV,2015-09-09,Radiating,Fall,2,180,,SYFO,Inshore Lizardfish,2,,38,40,R,,HL,,,HL,2015-11-5,0 errors
AR-330_H-UNITS_2016-01-15_S,330,H-UNITS,HL_LB,2016-01-15,Structural,Winter,,,15,SYFO,Inshore Lizardfish,1,,,,R,,HL,,,,,
AR-330_INDRA_2015-12-11_R_T5,330,INDRA,CR_HL,2015-12-11,Radiating,Winter,5,90,35,SYFO,Inshore Lizardfish,1,25,,,R,,CR,,,,,
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,2015-09-03,Structural,Fall,,,,SYFO,Inshore Lizardfish,1,22,,,R,,HL,,,CR,2015-10-30,0 errors
AR-372_NR1_2015-12-03_R_T1,372,NR1,CR_HL,2015-12-03,Radiating,Winter,1,180,8-10,SYFO,Inshore Lizardfish,1,23,,,R_S,,CR,,,,,
AR-370_NR2_2015-09-09_R_T1,370,NR2,HL_AV,2015-09-09,Radiating,Fall,1,270,,SYFO,Inshore lizardfish,1,25,,,R,,HL,,,HL,2015-11-5,0 errors 
AR_330_PIPES_2016-01-15_R_T3,330,PIPES,CR_SO,2016-01-15,Radiating,Winter,3,300,15,SYFO,Inshore Lizardfish,1,30,,,R,,CR,,,,,
AR_330_PIPES_2016-01-15_R_T5,330,PIPES,CR_SO,2016-01-15,Radiating,Winter,5,300,15,SYFO,Inshore Lizardfish,1,32,,,R,,CR,,,,,
AR-330_PIPES_2015-09-08_R_T1,330,PIPES,CR_JF,2015-09-08,Radiating,Fall,1,300,,SYFO,Inshore Lizardfish,1,24,,,R,,CR,,,CR,2015-10-30,0 errors
AR-364_PIPES_2015-12-10_R_T4,364,PIPES,CR_LB,2015-12-10,Radiating,Winter,4,,10,SYFO,Inshore Lizardfish,1,28,,,R,,CR,,,,,
AR-364_PODS_2015-09-21_S,364,PODS,CR_SO,2015-09-21,Structural,Fall,,60,,SYFO,Inshore Lizardfish,1,30,,,R,,CR,,,CR,2015-11-03,0 errors
AR-372_RB1_2015-12-09_S,372,RB1,HL_CR,2015-12-09,Structural,Winter,,,10-15,SYFO,Inshore Lizardfish,1,40,,,R,,HL,,,,,
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,2015-09-03,Structural,Fall,,,,CANO,Knobbed Porgy,2,20,,,R,,HL,,,CR,2015-10-30,0 errors
AR-372_NR1_2015-12-03_S,372,NR1,HL_CR,2015-12-03,Structural,Winter,,270,8-10,CANO,Knobbed Porgy,3,50,,,R,,HL,,,,,
AR-330_PIPES_2016-01-15_S,330,PIPES,HL_LB,2016-01-15,Structural,Winter,,75,15,CANO,Knobbed Porgy,2,40,,,R,,HL,,,,,
AR-372_RB1_2015-12-09_S,372,RB1,HL_CR,2015-12-09,Structural,Winter,,,10-15,CANO,Knobbed Porgy,1,45,,,R,,HL,,,,,
AR-364_BARGE_2015-12-10_R_T1,364,BARGE,WF_MD,2015-12-10,Radiating,Winter,1,330,15,SEFA,Lesser Amberjack,1,30,,,,,CR,,,,,
AR-364_BARGE_2015-12-10_S,364,BARGE,CR_LB,2015-12-10,Structural,Winter,,,10,SEFA,Lesser Amberjack,2,20,,,R,,CR,,,,,
AR-345_CONC_2015-10-15_R_T1,345,CONC,HL_TK,2015-10-15,Radiating,Fall,1,,15,SEFA,Lesser Amberjack,5,45,,,W,,HL,,,HL,2015-11-6,"Changed ID, 1 error "
AR-330_INDRA_2015-09-08_R_T3,330,INDRA,CR_JF,2015-09-08,Radiating,Fall,3,70,,SEFA,Lesser Amberjack,1,46,,,R,,CR,,,CR,2015-10-30,"Changed ID, 1 error"
AR-372_NR2_2015-12-09_R_T1,372,NR2,WF_LB,2015-12-09,Radiating,Winter,1,180-240,,SEFA,Lesser Amberjack,20,30,,,,,CR,,some low relief hard bottom the whole way,,,
AR-372_NR2_2015-12-09_R_T3,372,NR2,WF_LB,2015-12-09,Radiating,Winter,3,180-240,,SEFA,Lesser Amberjack,25,30,,,,,CR,,near a low relief patch,,,
AR-372_NR2_2015-12-09_S,372,NR2,CR_HL,2015-12-09,Structural,Winter,,,20,SEFA,Lesser Amberjack,6,30,,,S,,CR,,,,,
AR-364_TUGBOAT_2015-12-10_S,364,TUGBOAT,CR_LB,2015-12-10,Structural,Winter,,,15-20,SEFA,Lesser Amberjack,5,30,,,S,,CR,,,,,
AR-330_BARGE_2015-08-20_R_T1,330,BARGE,CR,2015-08-20,Radiating,Summer,1,330,,STCA/STCH,Longspine Porgy/Scup,2,12,,,R,,HL,CR,PRE SAMPLING PERIOD,HL,2015-11-3,0 errors 
AR-330_BARGE_2015-08-20_S,330,BARGE,HL,2015-08-20,Structural,Summer,,,,STCA/STCH,Longspine Porgy/Scup,1,7,,,R,,CR,HL,PRE SAMPLING PERIOD,HL,2015-11-3,"Added species, added water col position, 2 errors"
